Wk,Date,Time,Day,Winner,Pts_W,Location,Loser,Pts_L,TV,Rank_W,Rank_L,Outcome
11,Nov 14 2015,12:30 PM,Sat,Florida State,34,Home,North Carolina State,17,,19,,W
11,Nov 14 2015,11:00 PM,Sat,Fresno State,42,Away,Hawaii,14,,,,W
11,Nov 14 2015,12:00 PM,Sat,Georgia,20,Away,Auburn,13,,,,W
11,Nov 14 2015,3:30 PM,Sat,Georgia Southern,45,Away,Troy,10,,,,W
11,Nov 14 2015,4:00 PM,Sat,Georgia State,41,Away,Texas State,19,,,,W
11,Nov 14 2015,7:00 PM,Sat,Houston,35,Home,Memphis,34,,16,25,W
11,Nov 14 2015,8:00 PM,Sat,Iowa,40,Home,Minnesota,35,BTN,8,,W
11,Nov 14 2015,12:30 PM,Sat,Louisville,38,Home,Virginia,31,,,,W
11,Nov 14 2015,3:30 PM,Sat,Marshall,52,Home,Florida International,0,,,,W
11,Nov 14 2015,3:00 PM,Sat,Massachusetts,28,Away,Eastern Michigan,17,,,,W
11,Nov 14 2015,3:30 PM,Sat,Michigan,48,Away,Indiana,41,,15,,W
11,Nov 14 2015,12:00 PM,Sat,Michigan State,24,Home,Maryland,7,,14,,L
11,Nov 14 2015,12:00 PM,Sat,Middle Tennessee State,24,Away,Florida Atlantic,17,,,,W
11,Nov 14 2015,7:30 PM,Sat,Missouri,20,Home,Brigham Young,16,,,,W
11,Nov 14 2015,3:30 PM,Sat,Navy,55,Home,Southern Methodist,14,CBSSN,22,,W
11,Nov 14 2015,3:30 PM,Sat,Nebraska,31,Away,Rutgers,14,,,,W
11,Nov 14 2015,4:00 PM,Sat,Nevada,37,Home,San Jose State,34,,,,W
11,Nov 14 2015,10:15 PM,Sat,New Mexico,31,Away,Boise State,24,,,,W
11,Nov 14 2015,3:30 PM,Sat,North Carolina,59,Home,Miami (FL),21,,17,,W
11,Nov 14 2015,12:00 PM,Sat,Northwestern,21,Home,Purdue,14,,24,,W
11,Nov 14 2015,3:30 PM,Sat,Notre Dame,28,Home,Wake Forest,7,NBC,6,,L
11,Nov 14 2015,12:00 PM,Sat,Ohio State,28,Away,Illinois,3,,2,,L
11,Nov 14 2015,8:00 PM,Sat,Oklahoma,44,Away,Baylor,34,,12,4,W
11,Nov 14 2015,3:30 PM,Sat,Oklahoma State,35,Away,Iowa State,31,,5,,W
11,Nov 14 2015,12:00 PM,Sat,Old Dominion,31,Home,Texas-El Paso,21,,,,W
11,Nov 14 2015,7:30 PM,Sat,Oregon,38,Away,Stanford,36,,,7,W
11,Nov 14 2015,12:00 PM,Sat,Pittsburgh,31,Away,Duke,13,,,,W
11,Nov 14 2015,10:30 PM,Sat,San Diego State,38,Home,Wyoming,3,CBSSN,,,W
11,Nov 14 2015,7:00 PM,Sat,South Florida,44,Home,Temple,23,,,21,W
11,Nov 14 2015,3:30 PM,Sat,Southern Mississippi,65,Away,Rice,10,,,,W
11,Nov 14 2015,12:00 PM,Sat,Tennessee,24,Home,North Texas,0,,,,W
11,Nov 14 2015,7:00 PM,Sat,Texas A&amp;M,41,Home,Western Carolina,17,,,,W
11,Nov 14 2015,12:00 PM,Sat,Texas Christian,23,Home,Kansas,17,,13,,W
11,Nov 14 2015,3:30 PM,Sat,Texas Tech,59,Home,Kansas State,44,,,,W
11,Nov 14 2015,2:00 PM,Sat,Texas-San Antonio,30,Away,Charlotte,27,,,,W
11,Nov 14 2015,12:00 PM,Sat,Tulane,34,Away,Army,31,CBSSN,,,W
11,Nov 14 2015,4:00 PM,Sat,Vanderbilt,21,Home,Kentucky,17,,,,W
11,Nov 14 2015,10:45 PM,Sat,Washington State,31,Away,UCLA,27,,,18,W
11,Nov 14 2015,12:00 PM,Sat,West Virginia,38,Home,Texas,20,,,,W
12,Nov 17 2015,7:00 PM,Tue,Ohio,48,Home,Ball State,31,,,,W
12,Nov 17 2015,6:00 PM,Tue,Toledo,44,Away,Bowling Green State,28,,,,W
12,Nov 18 2015,8:00 PM,Wed,Central Michigan,27,Away,Kent State,14,ESPN2,,,W
12,Nov 18 2015,8:00 PM,Wed,Northern Illinois,27,Home,Western Michigan,19,ESPN2,,,W
12,Nov 19 2015,7:30 PM,Thu,East Carolina,44,Away,Central Florida,7,ESPN,,,L
12,Nov 19 2015,9:30 PM,Thu,Texas State,16,Home,Louisiana-Monroe,3,ESPNU,,,L
12,Nov 20 2015,9:30 PM,Fri,Air Force,37,Away,Boise State,30,ESPN2,,,W
12,Nov 20 2015,8:00 PM,Fri,South Florida,65,Home,Cincinnati,27,,,,W
12,Nov 21 2015,3:30 PM,Sat,Akron,42,Home,Buffalo,21,,,,W
12,Nov 21 2015,4:00 PM,Sat,Alabama,56,Home,Charleston Southern,6,,3,,L
12,Nov 21 2015,3:30 PM,Sat,Arizona State,52,Home,Arizona,37,,,,W
12,Nov 21 2015,4:00 PM,Sat,Auburn,56,Home,Idaho,34,,,,W
12,Nov 21 2015,7:30 PM,Sat,Baylor,45,Away,Oklahoma State,35,,10,4,W
12,Nov 21 2015,3:00 PM,Sat,Brigham Young,52,Home,Fresno State,10,,,,W
12,Nov 21 2015,12:00 PM,Sat,Citadel,23,Away,South Carolina,22,,,,W
12,Nov 21 2015,3:30 PM,Sat,Clemson,33,Home,Wake Forest,13,,1,,W
12,Nov 21 2015,5:30 PM,Sat,Colorado State,28,Away,New Mexico,21,,,,W
12,Nov 21 2015,3:30 PM,Sat,Connecticut,20,Home,Houston,17,,,13,W
12,Nov 21 2015,12:00 PM,Sat,Florida,20,Home,Florida Atlantic,14,,8,,W
12,Nov 21 2015,3:00 PM,Sat,Florida State,52,Home,Chattanooga,13,,16,,W
12,Nov 21 2015,7:00 PM,Sat,Georgia,23,Home,Georgia Southern,17,,,,W
12,Nov 21 2015,2:00 PM,Sat,Georgia State,24,Home,South Alabama,10,,,,W
12,Nov 21 2015,12:00 PM,Sat,Indiana,47,Away,Maryland,28,,,,W
12,Nov 21 2015,12:00 PM,Sat,Iowa,40,Home,Purdue,20,,6,,W
12,Nov 21 2015,12:00 PM,Sat,Kansas State,38,Home,Iowa State,35,,,,W
12,Nov 21 2015,7:30 PM,Sat,Kentucky,58,Home,Charlotte,10,,,,W
12,Nov 21 2015,3:30 PM,Sat,Louisiana Tech,17,Away,Texas-El Paso,15,,,,W
12,Nov 21 2015,12:30 PM,Sat,Miami (FL),38,Home,Georgia Tech,21,,,,W
12,Nov 21 2015,1:00 PM,Sat,Miami (OH),20,Away,Massachusetts,13,,,,W
12,Nov 21 2015,12:00 PM,Sat,Michigan,28,Away,Penn State,16,,14,,W
12,Nov 21 2015,3:30 PM,Sat,Michigan State,17,Away,Ohio State,14,,9,2,W
12,Nov 21 2015,12:00 PM,Sat,Middle Tennessee State,41,Home,North Texas,7,,,,L
12,Nov 21 2015,12:00 PM,Sat,Minnesota,32,Home,Illinois,23,,,,W
12,Nov 21 2015,3:30 PM,Sat,Mississippi,38,Home,Louisiana State,17,,25,17,W
12,Nov 21 2015,7:00 PM,Sat,Mississippi State,51,Away,Arkansas,50,,,,W
12,Nov 21 2015,7:00 PM,Sat,Navy,44,Away,Tulsa,21,,19,,W
12,Nov 21 2015,5:00 PM,Sat,New Mexico State,37,Away,Louisiana-Lafayette,34,,,,W
12,Nov 21 2015,12:00 PM,Sat,North Carolina,30,Away,Virginia Tech,27,,12,,W
12,Nov 21 2015,12:30 PM,Sat,North Carolina State,42,Home,Syracuse,29,,,,W
12,Nov 21 2015,3:30 PM,Sat,Northwestern,13,Away,Wisconsin,7,,20,21,L
12,Nov 21 2015,7:30 PM,Sat,Notre Dame,19,Home,Boston College,16,NBC,5,,W
12,Nov 21 2015,8:00 PM,Sat,Oklahoma,30,Home,Texas Christian,29,,7,11,W
12,Nov 21 2015,3:30 PM,Sat,Oregon,48,Home,Southern California,28,,23,22,W
12,Nov 21 2015,3:45 PM,Sat,Pittsburgh,45,Home,Louisville,34,,,,W
12,Nov 21 2015,12:00 PM,Sat,Rutgers,31,Away,Army,21,CBSSN,,,W
12,Nov 21 2015,10:30 PM,Sat,San Diego State,52,Away,Nevada-Las Vegas,14,CBSSN,,,W
12,Nov 21 2015,11:00 PM,Sat,San Jose State,42,Away,Hawaii,23,,,,W
12,Nov 21 2015,8:00 PM,Sat,Southern Methodist,49,Home,Tulane,21,,,,W
12,Nov 21 2015,3:30 PM,Sat,Southern Mississippi,56,Home,Old Dominion,31,,,,W
12,Nov 21 2015,10:30 PM,Sat,Stanford,35,Home,California,22,,15,,W
12,Nov 21 2015,12:00 PM,Sat,Temple,31,Home,Memphis,12,,,,W
12,Nov 21 2015,7:15 PM,Sat,Tennessee,19,Away,Missouri,8,,,,L
12,Nov 21 2015,7:30 PM,Sat,Texas A&amp;M,25,Away,Vanderbilt,0,,,,W
12,Nov 21 2015,7:00 PM,Sat,Texas-San Antonio,34,Home,Rice,24,,,,W
12,Nov 21 2015,3:30 PM,Sat,UCLA,17,Away,Utah,9,,,18,L
12,Nov 21 2015,3:30 PM,Sat,Utah State,31,Home,Nevada,27,,,,W
12,Nov 21 2015,3:30 PM,Sat,Virginia,42,Home,Duke,34,,,,W
12,Nov 21 2015,6:00 PM,Sat,Washington,52,Away,Oregon State,7,,,,L
12,Nov 21 2015,10:45 PM,Sat,Washington State,27,Home,Colorado,3,,24,,L
12,Nov 21 2015,12:00 PM,Sat,West Virginia,49,Away,Kansas,0,,,,W
12,Nov 21 2015,2:30 PM,Sat,Western Kentucky,63,Away,Florida International,7,,,,L
13,Nov 24 2015,7:00 PM,Tue,Bowling Green State,48,Away,Ball State,10,ESPNU,,,W
13,Nov 24 2015,7:30 PM,Tue,Ohio,26,Away,Northern Illinois,21,ESPNU,,,W
13,Nov 26 2015,7:30 PM,Thu,Texas Tech,48,Away,Texas,45,FOXS1,,,W
13,Nov 27 2015,12:00 PM,Fri,Akron,20,Home,Kent State,0,,,,W
13,Nov 27 2015,2:30 PM,Fri,Arkansas,28,Home,Missouri,3,CBS,,,L
13,Nov 27 2015,3:30 PM,Fri,Boise State,40,Away,San Jose State,23,CBSSN,,,W
13,Nov 27 2015,1:00 PM,Fri,Central Michigan,35,Home,Eastern Michigan,28,,,,W
13,Nov 27 2015,2:00 PM,Fri,Georgia State,31,Home,Troy,21,,,,W
13,Nov 27 2015,12:00 PM,Fri,Houston,52,Home,Navy,31,,21,16,W
13,Nov 27 2015,3:30 PM,Fri,Iowa,28,Away,Nebraska,20,,3,,W
13,Nov 27 2015,4:30 PM,Fri,Massachusetts,31,Away,Buffalo,26,,,,W
13,Nov 27 2015,12:00 PM,Fri,Miami (FL),29,Away,Pittsburgh,24,,,,W
13,Nov 27 2015,4:00 PM,Fri,Oregon,52,Home,Oregon State,42,,18,,W
13,Nov 27 2015,,Fri,South Florida,44,Away,Central Florida,3,,,,W
13,Nov 27 2015,7:30 PM,Fri,Texas Christian,28,Home,Baylor,21,ESPN,15,7,W
13,Nov 27 2015,8:00 PM,Fri,Tulsa,45,Away,Tulane,34,,,,W
13,Nov 27 2015,3:30 PM,Fri,Washington,45,Home,Washington State,10,,,20,W
13,Nov 27 2015,12:00 PM,Fri,Western Kentucky,49,Home,Marshall,28,FOXS1,,,W
13,Nov 27 2015,12:00 PM,Fri,Western Michigan,35,Away,Toledo,30,,,24,W
13,Nov 28 2015,3:30 PM,Sat,Alabama,29,Away,Auburn,13,,2,,W
13,Nov 28 2015,2:00 PM,Sat,Appalachian State,28,Home,Louisiana-Lafayette,7,,,,L
13,Nov 28 2015,4:00 PM,Sat,Arkansas State,52,Away,New Mexico State,28,,,,W
13,Nov 28 2015,3:30 PM,Sat,Brigham Young,51,Away,Utah State,28,CBSSN,,,W
13,Nov 28 2015,10:00 PM,Sat,California,48,Home,Arizona State,46,,,,W
13,Nov 28 2015,12:00 PM,Sat,Cincinnati,19,Away,East Carolina,16,,,,W
13,Nov 28 2015,12:00 PM,Sat,Clemson,37,Away,South Carolina,32,,1,,W
13,Nov 28 2015,9:00 PM,Sat,Colorado State,34,Away,Fresno State,31,CBSSN,,,W
13,Nov 28 2015,12:30 PM,Sat,Duke,27,Away,Wake Forest,21,,,,W
13,Nov 28 2015,12:00 PM,Sat,Florida Atlantic,33,Away,Old Dominion,31,,,,W
13,Nov 28 2015,7:30 PM,Sat,Florida State,27,Away,Florida,2,,14,10,W
13,Nov 28 2015,12:00 PM,Sat,Georgia,13,Away,Georgia Tech,7,,,,L
13,Nov 28 2015,2:00 PM,Sat,Georgia Southern,55,Home,South Alabama,17,,,,W
13,Nov 28 2015,11:00 PM,Sat,Hawaii,28,Home,Louisiana-Monroe,26,,,,W
13,Nov 28 2015,5:00 PM,Sat,Idaho,38,Home,Texas State,31,,,,W
13,Nov 28 2015,12:00 PM,Sat,Indiana,54,Away,Purdue,36,,,,W
13,Nov 28 2015,4:00 PM,Sat,Kansas State,45,Away,Kansas,14,,,,W
13,Nov 28 2015,7:30 PM,Sat,Louisiana State,19,Home,Texas A&amp;M,7,,,,L
13,Nov 28 2015,12:00 PM,Sat,Louisville,38,Away,Kentucky,24,,,,W
13,Nov 28 2015,12:00 PM,Sat,Maryland,46,Away,Rutgers,41,,,,W
13,Nov 28 2015,12:00 PM,Sat,Memphis,63,Home,Southern Methodist,0,,,,W
13,Nov 28 2015,3:30 PM,Sat,Michigan State,55,Home,Penn State,16,,6,,W
13,Nov 28 2015,2:30 PM,Sat,Middle Tennessee State,42,Away,Texas-San Antonio,7,,,,L
13,Nov 28 2015,7:15 PM,Sat,Mississippi,38,Away,Mississippi State,27,,19,23,W
13,Nov 28 2015,10:15 PM,Sat,New Mexico,47,Home,Air Force,35,,,,W
13,Nov 28 2015,3:30 PM,Sat,North Carolina,45,Away,North Carolina State,34,,11,,W
13,Nov 28 2015,3:30 PM,Sat,Northwestern,24,Home,Illinois,14,,17,,W
13,Nov 28 2015,12:00 PM,Sat,Ohio State,42,Away,Michigan,13,,8,12,W
13,Nov 28 2015,8:00 PM,Sat,Oklahoma,58,Away,Oklahoma State,23,,5,9,W
13,Nov 28 2015,3:30 PM,Sat,Rice,27,Home,Charlotte,7,,,,L
13,Nov 28 2015,10:45 PM,Sat,San Diego State,31,Home,Nevada,14,,,,W
13,Nov 28 2015,3:30 PM,Sat,Southern California,40,Home,UCLA,21,,,22,W
13,Nov 28 2015,12:00 PM,Sat,Southern Mississippi,58,Away,Louisiana Tech,24,,,,W
13,Nov 28 2015,7:30 PM,Sat,Stanford,38,Home,Notre Dame,36,,13,4,W
13,Nov 28 2015,12:30 PM,Sat,Syracuse,20,Home,Boston College,17,,,,W
13,Nov 28 2015,7:00 PM,Sat,Temple,27,Home,Connecticut,3,,25,,L
13,Nov 28 2015,4:00 PM,Sat,Tennessee,53,Home,Vanderbilt,28,,,,W
13,Nov 28 2015,3:30 PM,Sat,Texas-El Paso,20,Away,North Texas,17,,,,W
13,Nov 28 2015,2:30 PM,Sat,Utah,20,Home,Colorado,14,,,,W
13,Nov 28 2015,12:00 PM,Sat,Virginia Tech,23,Away,Virginia,20,,,,W
13,Nov 28 2015,12:00 PM,Sat,West Virginia,30,Home,Iowa State,6,,,,L
13,Nov 28 2015,3:30 PM,Sat,Wisconsin,31,Away,Minnesota,21,,,,W
13,Nov 28 2015,2:00 PM,Sat,Wyoming,35,Home,Nevada-Las Vegas,28,,,,W
14,Dec 4 2015,8:00 PM,Fri,Bowling Green State,34,Home,Northern Illinois,14,,,,W
14,Dec 5 2015,4:00 PM,Sat,Alabama,29,Home,Florida,15,,2,18,W
14,Dec 5 2015,7:30 PM,Sat,Appalachian State,34,Away,South Alabama,27,,,,W
14,Dec 5 2015,3:00 PM,Sat,Arkansas State,55,Home,Texas State,17,,,,W
14,Dec 5 2015,8:00 PM,Sat,Clemson,45,Home,North Carolina,37,,1,8,W
14,Dec 5 2015,2:00 PM,Sat,Georgia State,34,Away,Georgia Southern,7,,,,L
14,Dec 5 2015,12:00 PM,Sat,Houston,24,Home,Temple,13,,17,20,W
14,Dec 5 2015,4:30 PM,Sat,Kansas State,24,Home,West Virginia,23,,,,W
14,Dec 5 2015,3:00 PM,Sat,Louisiana-Monroe,42,Home,New Mexico State,35,,,,W
14,Dec 5 2015,8:00 PM,Sat,Michigan State,16,Home,Iowa,13,,5,4,W
14,Dec 5 2015,7:30 PM,Sat,San Diego State,27,Home,Air Force,24,,,,W
14,Dec 5 2015,7:45 PM,Sat,Stanford,41,Home,Southern California,22,,7,24,W
14,Dec 5 2015,12:00 PM,Sat,Texas,23,Away,Baylor,17,,,12,W
14,Dec 5 2015,5:00 PM,Sat,Troy,41,Away,Louisiana-Lafayette,17,,,,W
14,Dec 5 2015,12:00 PM,Sat,Western Kentucky,45,Home,Southern Mississippi,28,,,,W
15,Dec 12 2015,3:00 PM,Sat,Navy,21,Home,Army,17,,21,,W
16,Dec 19 2015,5:30 PM,Sat,Appalachian State,31,Home,Ohio,29,,,,W
16,Dec 19 2015,2:00 PM,Sat,Arizona,45,Home,New Mexico,37,,,,W
16,Dec 19 2015,9:00 PM,Sat,Louisiana Tech,47,Home,Arkansas State,28,,,,W
16,Dec 19 2015,7:00 PM,Sat,San Jose State,27,Home,Georgia State,16,,,,W
16,Dec 19 2015,3:30 PM,Sat,Utah,35,Home,Brigham Young,28,,20,,W
16,Dec 21 2015,2:30 PM,Mon,Western Kentucky,45,Home,South Florida,35,,25,,W
17,Dec 22 2015,3:30 PM,Tue,Akron,23,Home,Utah State,21,,,,W
17,Dec 22 2015,7:00 PM,Tue,Toledo,32,Home,Temple,17,,,24,W
17,Dec 23 2015,4:30 PM,Wed,Boise State,55,Home,Northern Illinois,7,,,,L
17,Dec 23 2015,8:00 PM,Wed,Georgia Southern,58,Home,Bowling Green State,27,,,,W
17,Dec 24 2015,8:00 PM,Thu,San Diego State,42,Home,Cincinnati,7,,,,L
17,Dec 24 2015,12:00 PM,Thu,Western Michigan,45,Home,Middle Tennessee State,31,,,,W
17,Dec 26 2015,3:30 PM,Sat,Duke,44,Home,Indiana,41,,,,W
17,Dec 26 2015,11:00 AM,Sat,Marshall,16,Home,Connecticut,10,,,,W
17,Dec 26 2015,9:15 PM,Sat,Nebraska,37,Home,UCLA,29,,,,W
17,Dec 26 2015,5:45 PM,Sat,Virginia Tech,55,Home,Tulsa,52,,,,W
17,Dec 26 2015,2:20 PM,Sat,Washington,44,Home,Southern Mississippi,31,,,,W
17,Dec 26 2015,2:00 PM,Sat,Washington State,20,Home,Miami (FL),14,,,,W
17,Dec 28 2015,5:00 PM,Mon,Minnesota,21,Home,Central Michigan,14,,,,W
17,Dec 28 2015,2:30 PM,Mon,Navy,44,Home,Pittsburgh,28,,21,,W
18,Dec 29 2015,5:30 PM,Tue,Baylor,49,Home,North Carolina,38,,18,10,W
18,Dec 29 2015,2:00 PM,Tue,California,55,Home,Air Force,36,,,,W
18,Dec 29 2015,9:00 PM,Tue,Louisiana State,56,Home,Texas Tech,27,,22,,W
18,Dec 29 2015,7:30 PM,Tue,Nevada,28,Home,Colorado State,23,,,,W
18,Dec 30 2015,12:00 PM,Wed,Auburn,31,Home,Memphis,10,,,,W
18,Dec 30 2015,7:00 PM,Wed,Louisville,27,Home,Texas A&amp;M,21,,,,W
18,Dec 30 2015,3:30 PM,Wed,Mississippi State,51,Home,North Carolina State,28,,,,W
18,Dec 30 2015,10:30 PM,Wed,Wisconsin,23,Home,Southern California,21,,23,,W
18,Dec 31 2015,8:00 PM,Thu,Alabama,38,Home,Michigan State,0,,2,3,W
18,Dec 31 2015,4:00 PM,Thu,Clemson,37,Home,Oklahoma,17,,1,4,W
18,Dec 31 2015,12:00 PM,Thu,Houston,38,Home,Florida State,24,,14,9,W
18,Jan 1 2016,1:00 PM,Fri,Michigan,41,Home,Florida,7,,17,19,L
18,Jan 1 2016,8:30 PM,Fri,Mississippi,48,Home,Oklahoma State,20,,16,13,W
18,Jan 1 2016,1:00 PM,Fri,Ohio State,44,Home,Notre Dame,28,,7,8,W
18,Jan 1 2016,5:00 PM,Fri,Stanford,45,Home,Iowa,16,,5,6,W
18,Jan 1 2016,12:00 PM,Fri,Tennessee,45,Home,Northwestern,6,,,12,L
18,Jan 2 2016,3:20 PM,Sat,Arkansas,45,Home,Kansas State,23,,,,W
18,Jan 2 2016,12:00 PM,Sat,Georgia,24,Home,Penn State,17,,,,W
18,Jan 2 2016,6:45 PM,Sat,Texas Christian,47,Home,Oregon,41,,11,15,W
18,Jan 2 2016,10:15 PM,Sat,West Virginia,43,Home,Arizona State,42,,,,W
19,Jan 11 2016,8:30 PM,Mon,Alabama,45,Home,Clemson,40,,2,1,W